,company,company_url,screener url
0,RELIANCE,/company/RELIANCE/consolidated/,https://www.screener.in/company/RELIANCE/consolidated/
1,TCS,/company/TCS/consolidated/,https://www.screener.in/company/TCS/consolidated/
2,HDFCBANK,/company/HDFCBANK/consolidated/,https://www.screener.in/company/HDFCBANK/consolidated/
3,ICICIBANK,/company/ICICIBANK/consolidated/,https://www.screener.in/company/ICICIBANK/consolidated/
4,HINDUNILVR,/company/HINDUNILVR/consolidated/,https://www.screener.in/company/HINDUNILVR/consolidated/
5,ITC,/company/ITC/consolidated/,https://www.screener.in/company/ITC/consolidated/
6,INFY,/company/INFY/consolidated/,https://www.screener.in/company/INFY/consolidated/
7,SBIN,/company/SBIN/consolidated/,https://www.screener.in/company/SBIN/consolidated/
8,HDFC,/company/HDFC/consolidated/,https://www.screener.in/company/HDFC/consolidated/
9,BHARTIARTL,/company/BHARTIARTL/consolidated/,https://www.screener.in/company/BHARTIARTL/consolidated/
10,BAJFINANCE,/company/BAJFINANCE/consolidated/,https://www.screener.in/company/BAJFINANCE/consolidated/
11,LICI,/company/LICI/,https://www.screener.in/company/LICI/
12,KOTAKBANK,/company/KOTAKBANK/consolidated/,https://www.screener.in/company/KOTAKBANK/consolidated/
13,LT,/company/LT/consolidated/,https://www.screener.in/company/LT/consolidated/
14,ASIANPAINT,/company/ASIANPAINT/consolidated/,https://www.screener.in/company/ASIANPAINT/consolidated/
15,HCLTECH,/company/HCLTECH/consolidated/,https://www.screener.in/company/HCLTECH/consolidated/
16,AXISBANK,/company/AXISBANK/consolidated/,https://www.screener.in/company/AXISBANK/consolidated/
17,MARUTI,/company/MARUTI/consolidated/,https://www.screener.in/company/MARUTI/consolidated/
18,ADANIENT,/company/ADANIENT/consolidated/,https://www.screener.in/company/ADANIENT/consolidated/
19,TITAN,/company/TITAN/consolidated/,https://www.screener.in/company/TITAN/consolidated/
20,DMART,/company/DMART/consolidated/,https://www.screener.in/company/DMART/consolidated/
21,BAJAJFINSV,/company/BAJAJFINSV/consolidated/,https://www.screener.in/company/BAJAJFINSV/consolidated/
22,SUNPHARMA,/company/SUNPHARMA/consolidated/,https://www.screener.in/company/SUNPHARMA/consolidated/
23,ULTRACEMCO,/company/ULTRACEMCO/consolidated/,https://www.screener.in/company/ULTRACEMCO/consolidated/
24,NESTLEIND,/company/NESTLEIND/,https://www.screener.in/company/NESTLEIND/
25,WIPRO,/company/WIPRO/consolidated/,https://www.screener.in/company/WIPRO/consolidated/
26,TATAMOTORS,/company/TATAMOTORS/consolidated/,https://www.screener.in/company/TATAMOTORS/consolidated/
27,ONGC,/company/ONGC/consolidated/,https://www.screener.in/company/ONGC/consolidated/
28,JSWSTEEL,/company/JSWSTEEL/consolidated/,https://www.screener.in/company/JSWSTEEL/consolidated/
29,NTPC,/company/NTPC/consolidated/,https://www.screener.in/company/NTPC/consolidated/
30,M&M,/company/M&M/consolidated/,https://www.screener.in/company/M&M/consolidated/
31,POWERGRID,/company/POWERGRID/consolidated/,https://www.screener.in/company/POWERGRID/consolidated/
32,ADANIPORTS,/company/ADANIPORTS/consolidated/,https://www.screener.in/company/ADANIPORTS/consolidated/
33,ADANIGREEN,/company/ADANIGREEN/consolidated/,https://www.screener.in/company/ADANIGREEN/consolidated/
34,LTIM,/company/LTIM/consolidated/,https://www.screener.in/company/LTIM/consolidated/
35,COALINDIA,/company/COALINDIA/consolidated/,https://www.screener.in/company/COALINDIA/consolidated/
36,TATASTEEL,/company/TATASTEEL/consolidated/,https://www.screener.in/company/TATASTEEL/consolidated/
37,PIDILITIND,/company/PIDILITIND/consolidated/,https://www.screener.in/company/PIDILITIND/consolidated/
38,SIEMENS,/company/SIEMENS/,https://www.screener.in/company/SIEMENS/
39,HDFCLIFE,/company/HDFCLIFE/consolidated/,https://www.screener.in/company/HDFCLIFE/consolidated/
40,HAL,/company/HAL/,https://www.screener.in/company/HAL/
41,BAJAJ-AUTO,/company/BAJAJ-AUTO/consolidated/,https://www.screener.in/company/BAJAJ-AUTO/consolidated/
42,IOC,/company/IOC/consolidated/,https://www.screener.in/company/IOC/consolidated/
43,HINDZINC,/company/HINDZINC/,https://www.screener.in/company/HINDZINC/
44,SBILIFE,/company/SBILIFE/,https://www.screener.in/company/SBILIFE/
45,BRITANNIA,/company/BRITANNIA/consolidated/,https://www.screener.in/company/BRITANNIA/consolidated/
46,DLF,/company/DLF/consolidated/,https://www.screener.in/company/DLF/consolidated/
47,GRASIM,/company/GRASIM/consolidated/,https://www.screener.in/company/GRASIM/consolidated/
48,GODREJCP,/company/GODREJCP/consolidated/,https://www.screener.in/company/GODREJCP/consolidated/
49,TECHM,/company/TECHM/consolidated/,https://www.screener.in/company/TECHM/consolidated/
50,VEDL,/company/VEDL/consolidated/,https://www.screener.in/company/VEDL/consolidated/
51,VBL,/company/VBL/consolidated/,https://www.screener.in/company/VBL/consolidated/
52,ADANIPOWER,/company/ADANIPOWER/consolidated/,https://www.screener.in/company/ADANIPOWER/consolidated/
53,INDUSINDBK,/company/INDUSINDBK/,https://www.screener.in/company/INDUSINDBK/
54,DABUR,/company/DABUR/consolidated/,https://www.screener.in/company/DABUR/consolidated/
55,BANKBARODA,/company/BANKBARODA/consolidated/,https://www.screener.in/company/BANKBARODA/consolidated/
56,HINDALCO,/company/HINDALCO/consolidated/,https://www.screener.in/company/HINDALCO/consolidated/
57,EICHERMOT,/company/EICHERMOT/consolidated/,https://www.screener.in/company/EICHERMOT/consolidated/
58,DIVISLAB,/company/DIVISLAB/consolidated/,https://www.screener.in/company/DIVISLAB/consolidated/
59,INDIGO,/company/INDIGO/,https://www.screener.in/company/INDIGO/
60,SHREECEM,/company/SHREECEM/,https://www.screener.in/company/SHREECEM/
61,CHOLAFIN,/company/CHOLAFIN/consolidated/,https://www.screener.in/company/CHOLAFIN/consolidated/
62,ABB,/company/ABB/,https://www.screener.in/company/ABB/
63,BEL,/company/BEL/consolidated/,https://www.screener.in/company/BEL/consolidated/
64,ADANITRANS,/company/ADANITRANS/consolidated/,https://www.screener.in/company/ADANITRANS/consolidated/
65,AMBUJACEM,/company/AMBUJACEM/consolidated/,https://www.screener.in/company/AMBUJACEM/consolidated/
66,SBICARD,/company/SBICARD/,https://www.screener.in/company/SBICARD/
67,HAVELLS,/company/HAVELLS/consolidated/,https://www.screener.in/company/HAVELLS/consolidated/
68,CIPLA,/company/CIPLA/consolidated/,https://www.screener.in/company/CIPLA/consolidated/
69,BPCL,/company/BPCL/consolidated/,https://www.screener.in/company/BPCL/consolidated/
70,DRREDDY,/company/DRREDDY/consolidated/,https://www.screener.in/company/DRREDDY/consolidated/
71,TATACONSUM,/company/TATACONSUM/consolidated/,https://www.screener.in/company/TATACONSUM/consolidated/
72,ICICIPRULI,/company/ICICIPRULI/consolidated/,https://www.screener.in/company/ICICIPRULI/consolidated/
73,BAJAJHLDNG,/company/BAJAJHLDNG/consolidated/,https://www.screener.in/company/BAJAJHLDNG/consolidated/
74,APOLLOHOSP,/company/APOLLOHOSP/consolidated/,https://www.screener.in/company/APOLLOHOSP/consolidated/
75,ATGL,/company/ATGL/consolidated/,https://www.screener.in/company/ATGL/consolidated/
76,SRF,/company/SRF/consolidated/,https://www.screener.in/company/SRF/consolidated/
77,TATAPOWER,/company/TATAPOWER/consolidated/,https://www.screener.in/company/TATAPOWER/consolidated/
78,GAIL,/company/GAIL/consolidated/,https://www.screener.in/company/GAIL/consolidated/
79,MARICO,/company/MARICO/consolidated/,https://www.screener.in/company/MARICO/consolidated/
80,MANKIND,/company/MANKIND/,https://www.screener.in/company/MANKIND/
81,BERGEPAINT,/company/BERGEPAINT/consolidated/,https://www.screener.in/company/BERGEPAINT/consolidated/
82,MCDOWELL-N,/company/MCDOWELL-N/consolidated/,https://www.screener.in/company/MCDOWELL-N/consolidated/
83,ZOMATO,/company/ZOMATO/consolidated/,https://www.screener.in/company/ZOMATO/consolidated/
84,TVSMOTOR,/company/TVSMOTOR/consolidated/,https://www.screener.in/company/TVSMOTOR/consolidated/
85,TORNTPHARM,/company/TORNTPHARM/consolidated/,https://www.screener.in/company/TORNTPHARM/consolidated/
86,ICICIGI,/company/ICICIGI/,https://www.screener.in/company/ICICIGI/
87,LODHA,/company/LODHA/consolidated/,https://www.screener.in/company/LODHA/consolidated/
88,TRENT,/company/TRENT/consolidated/,https://www.screener.in/company/TRENT/consolidated/
89,JINDALSTEL,/company/JINDALSTEL/consolidated/,https://www.screener.in/company/JINDALSTEL/consolidated/
90,IDBI,/company/IDBI/consolidated/,https://www.screener.in/company/IDBI/consolidated/
91,PIIND,/company/PIIND/consolidated/,https://www.screener.in/company/PIIND/consolidated/
92,MAXHEALTH,/company/MAXHEALTH/consolidated/,https://www.screener.in/company/MAXHEALTH/consolidated/
93,TIINDIA,/company/TIINDIA/consolidated/,https://www.screener.in/company/TIINDIA/consolidated/
94,NAUKRI,/company/NAUKRI/consolidated/,https://www.screener.in/company/NAUKRI/consolidated/
95,PNB,/company/PNB/consolidated/,https://www.screener.in/company/PNB/consolidated/
96,INDHOTEL,/company/INDHOTEL/consolidated/,https://www.screener.in/company/INDHOTEL/consolidated/
97,ZYDUSLIFE,/company/ZYDUSLIFE/consolidated/,https://www.screener.in/company/ZYDUSLIFE/consolidated/
98,BOSCHLTD,/company/BOSCHLTD/,https://www.screener.in/company/BOSCHLTD/
99,HEROMOTOCO,/company/HEROMOTOCO/consolidated/,https://www.screener.in/company/HEROMOTOCO/consolidated/
100,CGPOWER,/company/CGPOWER/consolidated/,https://www.screener.in/company/CGPOWER/consolidated/
101,CANBK,/company/CANBK/consolidated/,https://www.screener.in/company/CANBK/consolidated/
102,PAYTM,/company/PAYTM/,https://www.screener.in/company/PAYTM/
103,MOTHERSON,/company/MOTHERSON/consolidated/,https://www.screener.in/company/MOTHERSON/consolidated/
104,SHRIRAMFIN,/company/SHRIRAMFIN/consolidated/,https://www.screener.in/company/SHRIRAMFIN/consolidated/
105,AWL,/company/AWL/,https://www.screener.in/company/AWL/
106,IDFCFIRSTB,/company/IDFCFIRSTB/consolidated/,https://www.screener.in/company/IDFCFIRSTB/consolidated/
107,IRCTC,/company/IRCTC/,https://www.screener.in/company/IRCTC/
108,ASTRAL,/company/ASTRAL/consolidated/,https://www.screener.in/company/ASTRAL/consolidated/
109,POLYCAB,/company/POLYCAB/consolidated/,https://www.screener.in/company/POLYCAB/consolidated/
110,PFC,/company/PFC/consolidated/,https://www.screener.in/company/PFC/consolidated/
111,CUMMINSIND,/company/CUMMINSIND/,https://www.screener.in/company/CUMMINSIND/
112,AUBANK,/company/AUBANK/,https://www.screener.in/company/AUBANK/
113,UPL,/company/UPL/consolidated/,https://www.screener.in/company/UPL/consolidated/
114,SCHAEFFLER,/company/SCHAEFFLER/,https://www.screener.in/company/SCHAEFFLER/
115,ASHOKLEY,/company/ASHOKLEY/consolidated/,https://www.screener.in/company/ASHOKLEY/consolidated/
116,ABBOTINDIA,/company/ABBOTINDIA/,https://www.screener.in/company/ABBOTINDIA/
117,UNIONBANK,/company/UNIONBANK/consolidated/,https://www.screener.in/company/UNIONBANK/consolidated/
118,TATAELXSI,/company/TATAELXSI/,https://www.screener.in/company/TATAELXSI/
119,MUTHOOTFIN,/company/MUTHOOTFIN/,https://www.screener.in/company/MUTHOOTFIN/
120,YESBANK,/company/YESBANK/consolidated/,https://www.screener.in/company/YESBANK/consolidated/
121,IOB,/company/IOB/,https://www.screener.in/company/IOB/
122,NHPC,/company/NHPC/consolidated/,https://www.screener.in/company/NHPC/consolidated/
123,BALKRISIND,/company/BALKRISIND/consolidated/,https://www.screener.in/company/BALKRISIND/consolidated/
124,TATACOMM,/company/TATACOMM/consolidated/,https://www.screener.in/company/TATACOMM/consolidated/
125,PGHH,/company/PGHH/,https://www.screener.in/company/PGHH/
126,COLPAL,/company/COLPAL/,https://www.screener.in/company/COLPAL/
127,ABCAPITAL,/company/ABCAPITAL/consolidated/,https://www.screener.in/company/ABCAPITAL/consolidated/
128,INDUSTOWER,/company/INDUSTOWER/consolidated/,https://www.screener.in/company/INDUSTOWER/consolidated/
129,PAGEIND,/company/PAGEIND/,https://www.screener.in/company/PAGEIND/
130,IRFC,/company/IRFC/,https://www.screener.in/company/IRFC/
131,NYKAA,/company/NYKAA/consolidated/,https://www.screener.in/company/NYKAA/consolidated/
132,MRF,/company/MRF/consolidated/,https://www.screener.in/company/MRF/consolidated/
133,GODREJPROP,/company/GODREJPROP/consolidated/,https://www.screener.in/company/GODREJPROP/consolidated/
134,PATANJALI,/company/PATANJALI/,https://www.screener.in/company/PATANJALI/
135,DALBHARAT,/company/DALBHARAT/consolidated/,https://www.screener.in/company/DALBHARAT/consolidated/
136,JSWENERGY,/company/JSWENERGY/consolidated/,https://www.screener.in/company/JSWENERGY/consolidated/
137,LTTS,/company/LTTS/consolidated/,https://www.screener.in/company/LTTS/consolidated/
138,ALKEM,/company/ALKEM/consolidated/,https://www.screener.in/company/ALKEM/consolidated/
139,RECLTD,/company/RECLTD/consolidated/,https://www.screener.in/company/RECLTD/consolidated/
140,HDFCAMC,/company/HDFCAMC/,https://www.screener.in/company/HDFCAMC/
141,BANDHANBNK,/company/BANDHANBNK/,https://www.screener.in/company/BANDHANBNK/
142,CONCOR,/company/CONCOR/consolidated/,https://www.screener.in/company/CONCOR/consolidated/
143,AUROPHARMA,/company/AUROPHARMA/consolidated/,https://www.screener.in/company/AUROPHARMA/consolidated/
144,UBL,/company/UBL/consolidated/,https://www.screener.in/company/UBL/consolidated/
145,M&MFIN,/company/M&MFIN/consolidated/,https://www.screener.in/company/M&MFIN/consolidated/
146,HINDPETRO,/company/HINDPETRO/consolidated/,https://www.screener.in/company/HINDPETRO/consolidated/
147,BHARATFORG,/company/BHARATFORG/consolidated/,https://www.screener.in/company/BHARATFORG/consolidated/
148,SUPREMEIND,/company/SUPREMEIND/consolidated/,https://www.screener.in/company/SUPREMEIND/consolidated/
149,PERSISTENT,/company/PERSISTENT/consolidated/,https://www.screener.in/company/PERSISTENT/consolidated/
150,LUPIN,/company/LUPIN/consolidated/,https://www.screener.in/company/LUPIN/consolidated/
151,HONAUT,/company/HONAUT/,https://www.screener.in/company/HONAUT/
152,IDEA,/company/IDEA/consolidated/,https://www.screener.in/company/IDEA/consolidated/
153,LINDEINDIA,/company/LINDEINDIA/,https://www.screener.in/company/LINDEINDIA/
154,APLAPOLLO,/company/APLAPOLLO/consolidated/,https://www.screener.in/company/APLAPOLLO/consolidated/
155,OBEROIRLTY,/company/OBEROIRLTY/consolidated/,https://www.screener.in/company/OBEROIRLTY/consolidated/
156,SAIL,/company/SAIL/consolidated/,https://www.screener.in/company/SAIL/consolidated/
157,MPHASIS,/company/MPHASIS/consolidated/,https://www.screener.in/company/MPHASIS/consolidated/
158,INDIANB,/company/INDIANB/consolidated/,https://www.screener.in/company/INDIANB/consolidated/
159,FLUOROCHEM,/company/FLUOROCHEM/consolidated/,https://www.screener.in/company/FLUOROCHEM/consolidated/
160,SOLARINDS,/company/SOLARINDS/consolidated/,https://www.screener.in/company/SOLARINDS/consolidated/
161,ACC,/company/ACC/consolidated/,https://www.screener.in/company/ACC/consolidated/
162,PETRONET,/company/PETRONET/,https://www.screener.in/company/PETRONET/
163,UNOMINDA,/company/UNOMINDA/consolidated/,https://www.screener.in/company/UNOMINDA/consolidated/
164,OFSS,/company/OFSS/consolidated/,https://www.screener.in/company/OFSS/consolidated/
165,GICRE,/company/GICRE/,https://www.screener.in/company/GICRE/
166,JUBLFOOD,/company/JUBLFOOD/consolidated/,https://www.screener.in/company/JUBLFOOD/consolidated/
167,GUJGASLTD,/company/GUJGASLTD/consolidated/,https://www.screener.in/company/GUJGASLTD/consolidated/
168,MANYAVAR,/company/MANYAVAR/consolidated/,https://www.screener.in/company/MANYAVAR/consolidated/
169,TORNTPOWER,/company/TORNTPOWER/consolidated/,https://www.screener.in/company/TORNTPOWER/consolidated/
170,AIAENG,/company/AIAENG/consolidated/,https://www.screener.in/company/AIAENG/consolidated/
171,IGL,/company/IGL/,https://www.screener.in/company/IGL/
172,UCOBANK,/company/UCOBANK/,https://www.screener.in/company/UCOBANK/
173,STARHEALTH,/company/STARHEALTH/,https://www.screener.in/company/STARHEALTH/
174,3MINDIA,/company/3MINDIA/consolidated/,https://www.screener.in/company/3MINDIA/consolidated/
175,NMDC,/company/NMDC/consolidated/,https://www.screener.in/company/NMDC/consolidated/
176,BANKINDIA,/company/BANKINDIA/consolidated/,https://www.screener.in/company/BANKINDIA/consolidated/
177,SONACOMS,/company/SONACOMS/consolidated/,https://www.screener.in/company/SONACOMS/consolidated/
178,BHEL,/company/BHEL/consolidated/,https://www.screener.in/company/BHEL/consolidated/
179,SYNGENE,/company/SYNGENE/consolidated/,https://www.screener.in/company/SYNGENE/consolidated/
180,POLICYBZR,/company/POLICYBZR/consolidated/,https://www.screener.in/company/POLICYBZR/consolidated/
181,DEEPAKNTR,/company/DEEPAKNTR/consolidated/,https://www.screener.in/company/DEEPAKNTR/consolidated/
182,BIOCON,/company/BIOCON/consolidated/,https://www.screener.in/company/BIOCON/consolidated/
183,KPITTECH,/company/KPITTECH/consolidated/,https://www.screener.in/company/KPITTECH/consolidated/
184,L&TFH,/company/L&TFH/consolidated/,https://www.screener.in/company/L&TFH/consolidated/
185,SUNDARMFIN,/company/SUNDARMFIN/consolidated/,https://www.screener.in/company/SUNDARMFIN/consolidated/
186,ESCORTS,/company/ESCORTS/consolidated/,https://www.screener.in/company/ESCORTS/consolidated/
187,DELHIVERY,/company/DELHIVERY/,https://www.screener.in/company/DELHIVERY/
188,CRISIL,/company/CRISIL/consolidated/,https://www.screener.in/company/CRISIL/consolidated/
189,THERMAX,/company/THERMAX/consolidated/,https://www.screener.in/company/THERMAX/consolidated/
190,EMBASSY,/company/EMBASSY/consolidated/,https://www.screener.in/company/EMBASSY/consolidated/
191,PHOENIXLTD,/company/PHOENIXLTD/consolidated/,https://www.screener.in/company/PHOENIXLTD/consolidated/
192,COFORGE,/company/COFORGE/consolidated/,https://www.screener.in/company/COFORGE/consolidated/
193,COROMANDEL,/company/COROMANDEL/consolidated/,https://www.screener.in/company/COROMANDEL/consolidated/
194,DIXON,/company/DIXON/consolidated/,https://www.screener.in/company/DIXON/consolidated/
195,OIL,/company/OIL/consolidated/,https://www.screener.in/company/OIL/consolidated/
196,JSL,/company/JSL/consolidated/,https://www.screener.in/company/JSL/consolidated/
197,METROBRAND,/company/METROBRAND/consolidated/,https://www.screener.in/company/METROBRAND/consolidated/
198,TIMKEN,/company/TIMKEN/,https://www.screener.in/company/TIMKEN/
199,POONAWALLA,/company/POONAWALLA/consolidated/,https://www.screener.in/company/POONAWALLA/consolidated/
200,VOLTAS,/company/VOLTAS/consolidated/,https://www.screener.in/company/VOLTAS/consolidated/
201,JKCEMENT,/company/JKCEMENT/consolidated/,https://www.screener.in/company/JKCEMENT/consolidated/
202,FEDERALBNK,/company/FEDERALBNK/consolidated/,https://www.screener.in/company/FEDERALBNK/consolidated/
203,RVNL,/company/RVNL/consolidated/,https://www.screener.in/company/RVNL/consolidated/
204,APOLLOTYRE,/company/APOLLOTYRE/consolidated/,https://www.screener.in/company/APOLLOTYRE/consolidated/
205,GMRINFRA,/company/GMRINFRA/consolidated/,https://www.screener.in/company/GMRINFRA/consolidated/
206,MSUMI,/company/MSUMI/,https://www.screener.in/company/MSUMI/
207,SUNDRMFAST,/company/SUNDRMFAST/consolidated/,https://www.screener.in/company/SUNDRMFAST/consolidated/
208,TATACHEM,/company/TATACHEM/consolidated/,https://www.screener.in/company/TATACHEM/consolidated/
209,KANSAINER,/company/KANSAINER/consolidated/,https://www.screener.in/company/KANSAINER/consolidated/
210,FACT,/company/FACT/,https://www.screener.in/company/FACT/
211,MAZDOCK,/company/MAZDOCK/,https://www.screener.in/company/MAZDOCK/
212,GLAXO,/company/GLAXO/consolidated/,https://www.screener.in/company/GLAXO/consolidated/
213,GRINDWELL,/company/GRINDWELL/consolidated/,https://www.screener.in/company/GRINDWELL/consolidated/
214,CENTRALBK,/company/CENTRALBK/consolidated/,https://www.screener.in/company/CENTRALBK/consolidated/
215,MFSL,/company/MFSL/consolidated/,https://www.screener.in/company/MFSL/consolidated/
216,SKFINDIA,/company/SKFINDIA/,https://www.screener.in/company/SKFINDIA/
217,DEVYANI,/company/DEVYANI/consolidated/,https://www.screener.in/company/DEVYANI/consolidated/
218,FORTIS,/company/FORTIS/consolidated/,https://www.screener.in/company/FORTIS/consolidated/
219,CARBORUNIV,/company/CARBORUNIV/consolidated/,https://www.screener.in/company/CARBORUNIV/consolidated/
220,NAVINFLUOR,/company/NAVINFLUOR/consolidated/,https://www.screener.in/company/NAVINFLUOR/consolidated/
221,PRESTIGE,/company/PRESTIGE/consolidated/,https://www.screener.in/company/PRESTIGE/consolidated/
222,RELAXO,/company/RELAXO/,https://www.screener.in/company/RELAXO/
223,ZFCVINDIA,/company/ZFCVINDIA/,https://www.screener.in/company/ZFCVINDIA/
224,ENDURANCE,/company/ENDURANCE/consolidated/,https://www.screener.in/company/ENDURANCE/consolidated/
225,RAMCOCEM,/company/RAMCOCEM/,https://www.screener.in/company/RAMCOCEM/
226,BDL,/company/BDL/,https://www.screener.in/company/BDL/
227,KPRMILL,/company/KPRMILL/consolidated/,https://www.screener.in/company/KPRMILL/consolidated/
228,SUMICHEM,/company/SUMICHEM/,https://www.screener.in/company/SUMICHEM/
229,PSB,/company/PSB/,https://www.screener.in/company/PSB/
230,LICHSGFIN,/company/LICHSGFIN/consolidated/,https://www.screener.in/company/LICHSGFIN/consolidated/
231,BATAINDIA,/company/BATAINDIA/consolidated/,https://www.screener.in/company/BATAINDIA/consolidated/
232,ATUL,/company/ATUL/consolidated/,https://www.screener.in/company/ATUL/consolidated/
233,KAJARIACER,/company/KAJARIACER/consolidated/,https://www.screener.in/company/KAJARIACER/consolidated/
234,NH,/company/NH/consolidated/,https://www.screener.in/company/NH/consolidated/
235,HATSUN,/company/HATSUN/,https://www.screener.in/company/HATSUN/
236,ABFRL,/company/ABFRL/consolidated/,https://www.screener.in/company/ABFRL/consolidated/
237,KEI,/company/KEI/,https://www.screener.in/company/KEI/
238,NIACL,/company/NIACL/consolidated/,https://www.screener.in/company/NIACL/consolidated/
239,CIEINDIA,/company/CIEINDIA/consolidated/,https://www.screener.in/company/CIEINDIA/consolidated/
240,CREDITACC,/company/CREDITACC/,https://www.screener.in/company/CREDITACC/
241,IIFL,/company/IIFL/consolidated/,https://www.screener.in/company/IIFL/consolidated/
242,LAURUSLABS,/company/LAURUSLABS/,https://www.screener.in/company/LAURUSLABS/
243,BAYERCROP,/company/BAYERCROP/,https://www.screener.in/company/BAYERCROP/
244,PEL,/company/PEL/consolidated/,https://www.screener.in/company/PEL/consolidated/
245,VINATIORGA,/company/VINATIORGA/,https://www.screener.in/company/VINATIORGA/
246,FIVESTAR,/company/FIVESTAR/,https://www.screener.in/company/FIVESTAR/
247,AJANTPHARM,/company/AJANTPHARM/consolidated/,https://www.screener.in/company/AJANTPHARM/consolidated/
248,AARTIIND,/company/AARTIIND/consolidated/,https://www.screener.in/company/AARTIIND/consolidated/
249,MAHABANK,/company/MAHABANK/consolidated/,https://www.screener.in/company/MAHABANK/consolidated/
250,CROMPTON,/company/CROMPTON/consolidated/,https://www.screener.in/company/CROMPTON/consolidated/
251,IPCALAB,/company/IPCALAB/consolidated/,https://www.screener.in/company/IPCALAB/consolidated/
252,WHIRLPOOL,/company/WHIRLPOOL/consolidated/,https://www.screener.in/company/WHIRLPOOL/consolidated/
253,EMAMILTD,/company/EMAMILTD/consolidated/,https://www.screener.in/company/EMAMILTD/consolidated/
254,MINDSPACE,/company/MINDSPACE/consolidated/,https://www.screener.in/company/MINDSPACE/consolidated/
255,JBCHEPHARM,/company/JBCHEPHARM/consolidated/,https://www.screener.in/company/JBCHEPHARM/consolidated/
256,EXIDEIND,/company/EXIDEIND/consolidated/,https://www.screener.in/company/EXIDEIND/consolidated/
257,INDIAMART,/company/INDIAMART/,https://www.screener.in/company/INDIAMART/
258,GLENMARK,/company/GLENMARK/consolidated/,https://www.screener.in/company/GLENMARK/consolidated/
259,SUZLON,/company/SUZLON/consolidated/,https://www.screener.in/company/SUZLON/consolidated/
260,ZEEL,/company/ZEEL/consolidated/,https://www.screener.in/company/ZEEL/consolidated/
261,LALPATHLAB,/company/LALPATHLAB/consolidated/,https://www.screener.in/company/LALPATHLAB/consolidated/
262,PFIZER,/company/PFIZER/,https://www.screener.in/company/PFIZER/
263,CHOLAHLDNG,/company/CHOLAHLDNG/consolidated/,https://www.screener.in/company/CHOLAHLDNG/consolidated/
264,SUNTV,/company/SUNTV/consolidated/,https://www.screener.in/company/SUNTV/consolidated/
265,POWERINDIA,/company/POWERINDIA/,https://www.screener.in/company/POWERINDIA/
266,MEDANTA,/company/MEDANTA/consolidated/,https://www.screener.in/company/MEDANTA/consolidated/
267,IDFC,/company/IDFC/consolidated/,https://www.screener.in/company/IDFC/consolidated/
268,TRIDENT,/company/TRIDENT/consolidated/,https://www.screener.in/company/TRIDENT/consolidated/
269,ELGIEQUIP,/company/ELGIEQUIP/consolidated/,https://www.screener.in/company/ELGIEQUIP/consolidated/
270,GODREJIND,/company/GODREJIND/consolidated/,https://www.screener.in/company/GODREJIND/consolidated/
271,LLOYDMETAL,/company/LLOYDMETAL/,https://www.screener.in/company/LLOYDMETAL/
272,GLAND,/company/GLAND/,https://www.screener.in/company/GLAND/
273,GSPL,/company/GSPL/consolidated/,https://www.screener.in/company/GSPL/consolidated/
274,RAJESHEXPO,/company/RAJESHEXPO/consolidated/,https://www.screener.in/company/RAJESHEXPO/consolidated/
275,CYIENT,/company/CYIENT/consolidated/,https://www.screener.in/company/CYIENT/consolidated/
276,ISEC,/company/ISEC/consolidated/,https://www.screener.in/company/ISEC/consolidated/
277,RATNAMANI,/company/RATNAMANI/consolidated/,https://www.screener.in/company/RATNAMANI/consolidated/
278,IRB,/company/IRB/consolidated/,https://www.screener.in/company/IRB/consolidated/
279,NXST,/company/NXST/,https://www.screener.in/company/NXST/
280,RADICO,/company/RADICO/,https://www.screener.in/company/RADICO/
281,TATAMTRDVR,/company/TATAMTRDVR/consolidated/,https://www.screener.in/company/TATAMTRDVR/consolidated/
282,BLUEDART,/company/BLUEDART/consolidated/,https://www.screener.in/company/BLUEDART/consolidated/
283,360ONE,/company/360ONE/consolidated/,https://www.screener.in/company/360ONE/consolidated/
284,SANOFI,/company/SANOFI/,https://www.screener.in/company/SANOFI/
285,NATIONALUM,/company/NATIONALUM/,https://www.screener.in/company/NATIONALUM/
286,CGCL,/company/CGCL/consolidated/,https://www.screener.in/company/CGCL/consolidated/
287,NAM-INDIA,/company/NAM-INDIA/consolidated/,https://www.screener.in/company/NAM-INDIA/consolidated/
288,SJVN,/company/SJVN/consolidated/,https://www.screener.in/company/SJVN/consolidated/
289,FINEORG,/company/FINEORG/consolidated/,https://www.screener.in/company/FINEORG/consolidated/
290,TTML,/company/TTML/,https://www.screener.in/company/TTML/
291,PNBHOUSING,/company/PNBHOUSING/,https://www.screener.in/company/PNBHOUSING/
292,GILLETTE,/company/GILLETTE/,https://www.screener.in/company/GILLETTE/
293,CLEAN,/company/CLEAN/consolidated/,https://www.screener.in/company/CLEAN/consolidated/
294,BLUESTARCO,/company/BLUESTARCO/consolidated/,https://www.screener.in/company/BLUESTARCO/consolidated/
295,KEC,/company/KEC/consolidated/,https://www.screener.in/company/KEC/consolidated/
296,REDINGTON,/company/REDINGTON/consolidated/,https://www.screener.in/company/REDINGTON/consolidated/
297,ASTERDM,/company/ASTERDM/consolidated/,https://www.screener.in/company/ASTERDM/consolidated/
298,SONATSOFTW,/company/SONATSOFTW/consolidated/,https://www.screener.in/company/SONATSOFTW/consolidated/
